,price,kms_driven,owner,age,power,brand
2628,16400.0,55000.0,Second Owner,11.0,150.0,Bajaj
2629,46000.0,1656.0,First Owner,6.0,220.0,Bajaj
2630,125000.0,3841.0,First Owner,3.0,350.0,Royal Enfield
2631,50000.0,11584.0,First Owner,2.0,110.0,Hero
2632,114000.0,31216.0,First Owner,5.0,500.0,Royal Enfield
2633,25000.0,26460.0,First Owner,8.0,110.0,Mahindra
2634,135000.0,9324.0,First Owner,4.0,400.0,Bajaj
2635,55000.0,3607.0,First Owner,4.0,125.0,Hero
2636,89000.0,48602.0,First Owner,9.0,350.0,Royal Enfield
2637,19000.0,23588.0,First Owner,12.0,100.0,Hero
2638,52000.0,31782.0,First Owner,6.0,220.0,Bajaj
2639,28000.0,32041.0,First Owner,5.0,125.0,Hero
2640,89900.0,6000.0,First Owner,4.0,150.0,Suzuki
2641,135000.0,2200.0,First Owner,3.0,350.0,Royal Enfield
2642,421000.0,10000.0,First Owner,5.0,750.0,Harley-Davidson
2643,102200.0,15400.0,First Owner,5.0,350.0,Royal Enfield
2644,96000.0,9000.0,First Owner,16.0,350.0,Royal Enfield
2645,91100.0,18470.0,First Owner,6.0,200.0,Bajaj
2646,100000.0,40000.0,First Owner,6.0,350.0,Royal Enfield
2647,12000.0,32148.0,Second Owner,14.0,150.0,Bajaj
2648,17500.0,30000.0,First Owner,12.0,150.0,Bajaj
2649,85000.0,2700.0,First Owner,6.0,200.0,Bajaj
2650,52000.0,28000.0,First Owner,5.0,150.0,Suzuki
2651,85000.0,8811.0,First Owner,3.0,200.0,TVS
2652,70000.0,14600.0,First Owner,4.0,150.0,Bajaj
2653,45000.0,15091.0,Second Owner,7.0,220.0,Bajaj
2654,60000.0,1877.0,First Owner,2.0,100.0,Hero
2655,110000.0,50697.0,First Owner,8.0,500.0,Royal Enfield
2656,60000.0,15097.0,Second Owner,5.0,220.0,Bajaj
2657,81700.0,16000.0,First Owner,5.0,200.0,Bajaj
2658,13000.0,135000.0,First Owner,10.0,125.0,Bajaj
2659,74000.0,13059.0,First Owner,3.0,150.0,Suzuki
2660,122400.0,17000.0,First Owner,5.0,500.0,Royal Enfield
2661,65000.0,48000.0,First Owner,5.0,150.0,Yamaha
2662,12000.0,60000.0,First Owner,13.0,150.0,Hero
2663,75000.0,4100.0,First Owner,5.0,160.0,Honda
2664,31000.0,38140.0,First Owner,8.0,160.0,TVS
2665,85000.0,50143.0,First Owner,14.0,500.0,Royal Enfield
2666,75000.0,34640.0,First Owner,6.0,200.0,Bajaj
2667,85000.0,2500.0,First Owner,3.0,160.0,Bajaj
2668,27999.0,53999.0,First Owner,11.0,180.0,Bajaj
2669,146000.0,5000.0,First Owner,4.0,350.0,Royal Enfield
2670,80000.0,45945.0,First Owner,7.0,150.0,Honda
2671,40000.0,26070.0,Second Owner,8.0,220.0,Bajaj
2672,115000.0,4376.0,First Owner,5.0,350.0,Royal Enfield
2673,420000.0,5000.0,First Owner,6.0,650.0,Kawasaki
2674,36700.0,11000.0,First Owner,4.0,125.0,Bajaj
2675,43000.0,12000.0,First Owner,8.0,200.0,Bajaj
2676,100000.0,21306.0,First Owner,5.0,200.0,Bajaj
2677,79000.0,9556.0,First Owner,4.0,200.0,Bajaj
2678,110000.0,75956.0,First Owner,7.0,500.0,Royal Enfield
2679,40000.0,29800.0,First Owner,6.0,150.0,Honda
2680,37000.0,17288.0,First Owner,4.0,125.0,Bajaj
2681,17000.0,70000.0,First Owner,11.0,180.0,Bajaj
2682,90000.0,34276.0,First Owner,8.0,350.0,Royal Enfield
2683,40000.0,7600.0,First Owner,8.0,220.0,Bajaj
2684,75000.0,12000.0,First Owner,5.0,200.0,Bajaj
2685,51000.0,25102.0,First Owner,6.0,220.0,Bajaj
2686,25000.0,30000.0,First Owner,11.0,150.0,Honda
2687,20050.0,39000.0,First Owner,14.0,100.0,Hero
2688,13900.0,99999.0,First Owner,17.0,125.0,Bajaj
2689,60000.0,20500.0,First Owner,10.0,150.0,Yamaha
2690,94049.0,32000.0,First Owner,7.0,350.0,Royal Enfield
2691,63000.0,15500.0,First Owner,8.0,350.0,Royal Enfield
2692,145000.0,7000.0,First Owner,5.0,300.0,Mahindra
2693,120000.0,12300.0,First Owner,5.0,350.0,Royal Enfield
2694,80000.0,14448.0,First Owner,6.0,350.0,Royal Enfield
2695,33680.0,28000.0,First Owner,4.0,100.0,Hero
2696,14000.0,70756.0,First Owner,13.0,100.0,Hero
2697,30000.0,35000.0,First Owner,9.0,150.0,Bajaj
2698,27000.0,61000.0,First Owner,6.0,135.0,Bajaj
2699,75000.0,48000.0,First Owner,8.0,150.0,Yamaha
2700,45400.0,12510.0,First Owner,4.0,150.0,Hero
2701,40000.0,15450.0,First Owner,6.0,100.0,Hero
2702,55000.0,13443.0,First Owner,3.0,125.0,Honda
2703,175000.0,14200.0,First Owner,5.0,390.0,KTM
2704,90000.0,35123.0,First Owner,6.0,350.0,Royal Enfield
2705,40000.0,19500.0,First Owner,6.0,180.0,TVS
2706,140000.0,16000.0,First Owner,6.0,350.0,Royal Enfield
2707,25000.0,22113.0,First Owner,18.0,100.0,Hero
2708,450000.0,21913.0,First Owner,4.0,750.0,Harley-Davidson
2709,370000.0,4899.0,Second Owner,5.0,750.0,Harley-Davidson
2710,40000.0,12530.0,First Owner,3.0,110.0,TVS
2711,65000.0,28000.0,First Owner,4.0,200.0,TVS
2712,105000.0,23397.0,First Owner,4.0,350.0,Royal Enfield
2715,33000.0,17500.0,First Owner,11.0,100.0,Hero
2716,75000.0,14271.0,First Owner,4.0,200.0,TVS
2717,15000.0,23000.0,First Owner,17.0,150.0,Bajaj
2718,110400.0,10600.0,First Owner,5.0,350.0,Royal Enfield
2719,109000.0,35000.0,First Owner,4.0,350.0,Royal Enfield
2720,74500.0,26081.0,First Owner,7.0,350.0,Royal Enfield
2721,84000.0,16694.0,First Owner,7.0,350.0,Royal Enfield
2722,57000.0,6777.0,First Owner,5.0,220.0,Bajaj
2723,146300.0,750.0,First Owner,4.0,350.0,Royal Enfield
2724,128000.0,18552.0,First Owner,4.0,500.0,Royal Enfield
2725,108000.0,56273.0,First Owner,5.0,350.0,Royal Enfield
2726,10500.0,39252.0,First Owner,17.0,100.0,Hero
2727,100000.0,14576.0,Second Owner,6.0,350.0,Royal Enfield
2728,53000.0,2792.0,Second Owner,5.0,150.0,Bajaj
2729,66000.0,15306.0,Second Owner,13.0,350.0,Royal Enfield
2730,17000.0,30124.0,First Owner,11.0,125.0,Honda
2731,45000.0,17281.0,First Owner,3.0,125.0,Bajaj
2732,98000.0,14495.0,First Owner,3.0,150.0,Suzuki
2733,17000.0,55534.0,First Owner,10.0,150.0,Bajaj
2734,900000.0,13782.0,First Owner,4.0,883.0,Harley-Davidson
2735,167000.0,2500.0,First Owner,2.0,350.0,Royal Enfield
2736,85000.0,5848.0,First Owner,3.0,200.0,Bajaj
2737,65000.0,23000.0,First Owner,5.0,150.0,Yamaha
2738,415000.0,8500.0,First Owner,5.0,650.0,Kawasaki
2739,62000.0,7500.0,Second Owner,3.0,160.0,Honda
2740,147000.0,200.0,First Owner,4.0,350.0,Royal Enfield
2741,136000.0,5800.0,First Owner,5.0,350.0,Royal Enfield
2742,38000.0,29030.0,First Owner,4.0,125.0,Hero
2743,32600.0,25000.0,First Owner,10.0,150.0,Yamaha
2744,64000.0,31571.0,Second Owner,10.0,350.0,Royal Enfield
2745,40000.0,40169.0,First Owner,5.0,150.0,Yamaha
2746,108000.0,10200.0,First Owner,5.0,200.0,Bajaj
2747,80162.0,17500.0,Second Owner,9.0,350.0,Royal Enfield
2748,192000.0,7390.0,First Owner,6.0,250.0,Hyosung
2749,55000.0,14061.0,First Owner,6.0,180.0,TVS
2750,111300.0,20000.0,First Owner,8.0,500.0,Royal Enfield
2751,84800.0,20000.0,Second Owner,6.0,350.0,Royal Enfield
2752,100000.0,11937.0,First Owner,4.0,350.0,Royal Enfield
2753,105000.0,10500.0,First Owner,4.0,200.0,Bajaj
2754,18000.0,52928.0,First Owner,11.0,100.0,Hero
2755,14000.0,58000.0,First Owner,11.0,150.0,Hero
2756,32000.0,37000.0,Second Owner,9.0,220.0,Bajaj
2757,70700.0,12000.0,First Owner,5.0,200.0,Bajaj
2758,40400.0,33000.0,First Owner,5.0,180.0,Bajaj
2759,110000.0,100670.0,First Owner,5.0,350.0,Royal Enfield
2760,32500.0,56482.0,First Owner,8.0,150.0,Bajaj
2761,55000.0,29331.0,First Owner,4.0,150.0,Suzuki
2762,35000.0,67363.0,First Owner,8.0,180.0,TVS
2763,25000.0,55000.0,First Owner,10.0,150.0,Yamaha
2764,77616.0,31530.0,First Owner,6.0,350.0,Royal Enfield
2765,20000.0,51000.0,First Owner,10.0,100.0,Hero
2766,86000.0,15000.0,First Owner,7.0,350.0,Royal Enfield
2767,50000.0,13000.0,First Owner,7.0,220.0,Bajaj
2768,72000.0,21458.0,First Owner,5.0,200.0,TVS
2769,50000.0,33000.0,First Owner,6.0,150.0,Yamaha
2770,25000.0,33755.0,First Owner,7.0,110.0,Honda
2771,67000.0,35409.0,First Owner,4.0,180.0,Bajaj
2772,58000.0,8000.0,First Owner,4.0,125.0,Honda
2773,50000.0,20000.0,First Owner,6.0,180.0,Bajaj
2774,64400.0,3310.0,First Owner,5.0,160.0,Honda
2775,16000.0,58000.0,First Owner,13.0,100.0,Hero
2776,95000.0,33300.0,First Owner,8.0,390.0,KTM
2777,100000.0,15000.0,First Owner,6.0,200.0,Bajaj
2778,95000.0,18000.0,First Owner,8.0,500.0,Royal Enfield
2779,52200.0,29000.0,First Owner,4.0,150.0,Suzuki
2780,17000.0,20000.0,Second Owner,8.0,125.0,Bajaj
2781,36000.0,14615.0,First Owner,12.0,150.0,Yamaha
2782,47000.0,2860.0,First Owner,2.0,110.0,Bajaj
2783,51100.0,24065.0,First Owner,6.0,150.0,Hero
2784,24000.0,9614.0,First Owner,11.0,150.0,Yamaha
2785,12200.0,30000.0,Second Owner,14.0,150.0,Bajaj
2786,55000.0,7034.0,First Owner,4.0,160.0,Bajaj
2787,110000.0,21000.0,First Owner,4.0,350.0,Royal Enfield
2788,79400.0,19225.0,First Owner,10.0,350.0,Royal Enfield
2789,19000.0,68000.0,First Owner,10.0,110.0,Honda
2790,83000.0,29500.0,First Owner,6.0,150.0,Yamaha
2791,22500.0,20000.0,First Owner,8.0,110.0,Mahindra
2792,51500.0,32000.0,First Owner,7.0,220.0,Bajaj
2793,30000.0,30000.0,First Owner,7.0,125.0,Honda
2794,46900.0,20468.0,First Owner,4.0,150.0,Bajaj
2795,50000.0,45000.0,First Owner,7.0,150.0,Yamaha
2796,95000.0,30000.0,Third Owner,8.0,500.0,Royal Enfield
2797,26000.0,30000.0,First Owner,6.0,100.0,Hero
2798,55000.0,39309.0,Second Owner,8.0,200.0,Bajaj
2799,48999.0,9600.0,First Owner,5.0,150.0,Bajaj
2800,70000.0,14854.0,First Owner,7.0,150.0,Yamaha
2801,55000.0,12000.0,First Owner,5.0,220.0,Bajaj
2802,46000.0,35596.0,First Owner,5.0,150.0,Bajaj
2803,63000.0,45686.0,First Owner,4.0,250.0,Yamaha
2804,89000.0,24516.0,First Owner,6.0,350.0,Royal Enfield
2805,50000.0,14000.0,First Owner,5.0,150.0,Bajaj
2806,39000.0,96611.0,First Owner,4.0,150.0,Bajaj
2807,45000.0,38500.0,First Owner,7.0,220.0,Bajaj
2808,43000.0,12000.0,First Owner,3.0,125.0,Hero
2809,65000.0,25000.0,First Owner,4.0,220.0,Bajaj
2810,85000.0,32000.0,First Owner,7.0,150.0,Yamaha
2811,60000.0,52667.0,First Owner,8.0,150.0,Yamaha
2812,110000.0,30000.0,First Owner,9.0,500.0,Royal Enfield
2813,173000.0,18500.0,First Owner,5.0,390.0,KTM
2814,98000.0,20783.0,First Owner,5.0,350.0,Royal Enfield
2815,75000.0,47489.0,First Owner,5.0,150.0,Yamaha
2816,450000.0,1174.0,Second Owner,3.0,750.0,Harley-Davidson
2817,80000.0,34000.0,First Owner,8.0,350.0,Royal Enfield
2818,190000.0,9500.0,First Owner,4.0,390.0,KTM
2819,42000.0,15000.0,First Owner,5.0,125.0,Hero
2820,55000.0,18934.0,First Owner,6.0,160.0,TVS
2821,62000.0,8500.0,First Owner,5.0,220.0,Bajaj
2822,12000.0,72901.0,First Owner,16.0,125.0,Bajaj
2823,35590.0,45217.0,Second Owner,7.0,220.0,Bajaj
2824,45000.0,30000.0,First Owner,6.0,150.0,Bajaj
2825,76000.0,481.0,First Owner,3.0,150.0,Suzuki
2826,50700.0,16000.0,First Owner,7.0,220.0,Bajaj
2827,43999.0,50000.0,Second Owner,8.0,200.0,Bajaj
2828,60000.0,6193.0,First Owner,6.0,220.0,Bajaj
2829,101400.0,30000.0,First Owner,7.0,500.0,Royal Enfield
2830,110000.0,5921.0,First Owner,6.0,500.0,Royal Enfield
2831,105000.0,15000.0,First Owner,3.0,350.0,Royal Enfield
2832,55000.0,20000.0,First Owner,9.0,220.0,Bajaj
2833,70000.0,9355.0,First Owner,4.0,150.0,Yamaha
2834,85500.0,5645.0,First Owner,4.0,350.0,Royal Enfield
2835,85000.0,16439.0,Second Owner,6.0,350.0,Royal Enfield
2836,125000.0,15888.0,First Owner,5.0,500.0,Royal Enfield
2837,73000.0,5000.0,First Owner,5.0,220.0,Bajaj
2838,99000.0,1958.0,First Owner,2.0,220.0,Bajaj
2839,54500.0,50000.0,First Owner,8.0,150.0,Yamaha
2840,35000.0,25651.0,First Owner,10.0,220.0,Bajaj
2841,30000.0,7004.0,First Owner,5.0,100.0,Bajaj
2842,48700.0,16000.0,First Owner,6.0,220.0,Bajaj
2843,19000.0,35000.0,First Owner,13.0,150.0,Bajaj
2844,154800.0,3800.0,First Owner,6.0,200.0,KTM
2845,66000.0,11500.0,First Owner,5.0,160.0,Honda
2846,104000.0,27623.0,First Owner,5.0,350.0,Royal Enfield
2847,66000.0,20919.0,First Owner,6.0,220.0,Bajaj
2848,105000.0,11600.0,First Owner,7.0,350.0,Royal Enfield
2849,60000.0,25000.0,First Owner,6.0,220.0,Bajaj
2850,25000.0,45000.0,First Owner,10.0,150.0,Bajaj
2851,90000.0,8740.0,First Owner,6.0,150.0,Honda
2858,50000.0,16000.0,First Owner,3.0,150.0,Bajaj
2859,22500.0,33000.0,First Owner,11.0,160.0,TVS
2860,100000.0,60000.0,First Owner,4.0,350.0,Royal Enfield
2861,45000.0,17400.0,First Owner,6.0,160.0,Honda
2862,90000.0,22000.0,First Owner,7.0,350.0,Royal Enfield
2863,14000.0,50000.0,First Owner,12.0,150.0,Bajaj
2864,124000.0,12827.0,First Owner,4.0,500.0,Royal Enfield
2865,118000.0,15256.0,First Owner,3.0,350.0,Royal Enfield
2866,20000.0,60000.0,Second Owner,12.0,180.0,Bajaj
2867,15000.0,27000.0,First Owner,18.0,150.0,Bajaj
2868,32000.0,34378.0,First Owner,7.0,135.0,Bajaj
2869,17000.0,47543.0,First Owner,8.0,125.0,Bajaj
2870,16500.0,41012.0,First Owner,10.0,150.0,Bajaj
2871,550000.0,11000.0,First Owner,5.0,650.0,Kawasaki
2872,120000.0,15148.0,First Owner,4.0,350.0,Royal Enfield
2876,37000.0,48500.0,First Owner,11.0,150.0,Yamaha
2877,25000.0,41004.0,First Owner,11.0,150.0,Yamaha
2878,48000.0,17505.0,Second Owner,10.0,150.0,Yamaha
2879,190000.0,10500.0,First Owner,6.0,250.0,Hyosung
2880,110000.0,2500.0,First Owner,4.0,150.0,Yamaha
2881,230000.0,1900.0,First Owner,4.0,390.0,KTM
2882,19000.0,39858.0,First Owner,11.0,150.0,Bajaj
2883,26000.0,32489.0,First Owner,7.0,125.0,Honda
2884,110000.0,27240.0,Second Owner,7.0,390.0,KTM
2885,22500.0,17644.0,First Owner,8.0,125.0,Honda
2886,65000.0,12917.0,First Owner,3.0,160.0,TVS
2887,23000.0,23244.0,First Owner,5.0,110.0,TVS
2888,23000.0,17853.0,First Owner,8.0,100.0,Hero
2889,25000.0,24510.0,First Owner,5.0,100.0,Bajaj
2890,20000.0,21000.0,First Owner,14.0,125.0,Bajaj
2891,65000.0,73281.0,First Owner,3.0,150.0,Suzuki
2892,17000.0,26886.0,First Owner,10.0,100.0,Hero
2893,13000.0,32042.0,First Owner,10.0,125.0,Bajaj
2894,70000.0,15671.0,First Owner,5.0,150.0,Honda
2895,23000.0,14364.0,First Owner,8.0,100.0,Hero
2896,120000.0,2701.0,First Owner,4.0,500.0,Royal Enfield
2897,40500.0,10489.0,First Owner,5.0,125.0,Honda
2898,130000.0,2503.0,First Owner,4.0,350.0,Royal Enfield
2899,66700.0,16600.0,First Owner,5.0,150.0,Suzuki
2900,55000.0,29000.0,First Owner,4.0,150.0,Suzuki
2901,36000.0,36000.0,First Owner,6.0,100.0,Hero
2902,35000.0,19000.0,First Owner,8.0,150.0,Bajaj
2903,110000.0,10400.0,First Owner,4.0,350.0,Royal Enfield
2904,30000.0,25000.0,First Owner,8.0,100.0,Hero
2905,27500.0,25000.0,First Owner,9.0,100.0,Hero
2906,1400000.0,3174.0,First Owner,4.0,1200.0,Ducati
2907,45000.0,35866.0,First Owner,5.0,160.0,Honda
2908,27167.0,27110.0,First Owner,7.0,100.0,Hero
2909,109000.0,19274.0,Second Owner,2.0,150.0,Yamaha
2910,170000.0,14500.0,First Owner,4.0,390.0,KTM
2911,14000.0,52902.0,First Owner,13.0,135.0,Bajaj
2912,31000.0,17000.0,Third Owner,5.0,150.0,Bajaj
2913,215000.0,4500.0,First Owner,3.0,390.0,KTM
2914,111600.0,22000.0,First Owner,7.0,350.0,Royal Enfield
2915,25000.0,25388.0,First Owner,11.0,220.0,Bajaj
2916,85000.0,17500.0,Second Owner,6.0,350.0,Royal Enfield
2917,110000.0,10111.0,First Owner,3.0,350.0,Royal Enfield
2918,95000.0,8901.0,First Owner,4.0,350.0,Royal Enfield
2919,110000.0,9053.0,First Owner,4.0,350.0,Royal Enfield
2920,16000.0,26276.0,First Owner,11.0,100.0,Hero
2921,75000.0,6625.0,First Owner,4.0,200.0,Bajaj
2922,32000.0,12000.0,First Owner,6.0,100.0,Hero
2923,35000.0,28000.0,First Owner,9.0,150.0,Yamaha
2924,27000.0,39000.0,First Owner,7.0,150.0,Bajaj
2925,97000.0,45000.0,First Owner,8.0,350.0,Royal Enfield
2926,95000.0,15000.0,First Owner,5.0,350.0,Royal Enfield
2927,22000.0,23000.0,First Owner,10.0,180.0,Bajaj
2928,35000.0,23905.0,First Owner,7.0,125.0,Honda
2929,184000.0,1380.0,First Owner,2.0,410.0,Royal Enfield
2930,25000.0,26533.0,First Owner,5.0,100.0,Bajaj
2931,50000.0,13141.0,First Owner,4.0,160.0,Honda
2932,12000.0,43596.0,First Owner,11.0,150.0,Bajaj
2933,35000.0,37000.0,First Owner,7.0,150.0,Honda
2934,90000.0,2539.0,First Owner,7.0,500.0,Royal Enfield
2935,120000.0,12827.0,First Owner,4.0,500.0,Royal Enfield
2936,95000.0,16000.0,First Owner,6.0,350.0,Royal Enfield
2937,21500.0,30000.0,First Owner,9.0,100.0,Bajaj
2938,18000.0,24657.0,First Owner,12.0,125.0,Honda
2939,27000.0,102892.0,First Owner,8.0,100.0,Bajaj
2940,22000.0,14459.0,First Owner,5.0,100.0,Bajaj
2941,82000.0,41292.0,First Owner,6.0,200.0,Bajaj
2942,10000.0,27000.0,First Owner,16.0,100.0,Bajaj
2943,61000.0,14159.0,First Owner,8.0,350.0,Royal Enfield
2944,28000.0,24310.0,First Owner,7.0,125.0,Honda
2945,21500.0,22398.0,First Owner,5.0,100.0,Bajaj
2946,20000.0,65000.0,First Owner,10.0,150.0,Bajaj
2947,38000.0,19300.0,Second Owner,4.0,150.0,Suzuki
2948,190000.0,2000.0,First Owner,2.0,295.0,Jawa
2949,200000.0,16000.0,First Owner,3.0,390.0,KTM
2950,125000.0,36000.0,First Owner,4.0,350.0,Royal Enfield
2951,45000.0,40718.0,First Owner,7.0,150.0,Yamaha
2952,62000.0,1800.0,First Owner,2.0,100.0,Hero
2953,76000.0,17000.0,First Owner,4.0,150.0,Suzuki
2954,106400.0,10000.0,First Owner,3.0,150.0,Yamaha
2955,85000.0,7444.0,First Owner,3.0,150.0,Suzuki
2956,360000.0,7093.0,First Owner,3.0,310.0,BMW
2957,35599.0,14616.0,First Owner,3.0,100.0,Bajaj
2958,60000.0,838.0,First Owner,3.0,160.0,TVS
2959,43000.0,13500.0,First Owner,5.0,125.0,Bajaj
2960,47000.0,24000.0,Second Owner,4.0,180.0,TVS
2961,110000.0,27000.0,First Owner,5.0,350.0,Royal Enfield
2962,73000.0,13175.0,Second Owner,5.0,150.0,Yamaha
2963,86300.0,18500.0,First Owner,5.0,200.0,Bajaj
2964,45000.0,27700.0,First Owner,7.0,200.0,Bajaj
2965,81300.0,8331.0,First Owner,3.0,160.0,Honda
2966,73000.0,2055.0,First Owner,3.0,180.0,Bajaj
2967,135000.0,4549.0,First Owner,2.0,125.0,KTM
2968,55000.0,20363.0,First Owner,4.0,180.0,TVS
2969,36000.0,35688.0,First Owner,6.0,180.0,TVS
2970,41000.0,5095.0,First Owner,5.0,150.0,Bajaj
2971,140000.0,6000.0,First Owner,2.0,125.0,KTM
2972,65000.0,27700.0,First Owner,5.0,150.0,Suzuki
2973,19500.0,10000.0,First Owner,14.0,100.0,Hero
2974,38000.0,40000.0,First Owner,6.0,220.0,Bajaj
2975,24000.0,59944.0,First Owner,8.0,180.0,Bajaj
2976,14900.0,99890.0,First Owner,17.0,125.0,Bajaj
2977,22000.0,38000.0,First Owner,10.0,135.0,Bajaj
2978,95000.0,50000.0,Third Owner,43.0,350.0,Royal Enfield
2979,132000.0,6100.0,First Owner,3.0,350.0,Royal Enfield
2980,135000.0,85000.0,First Owner,43.0,350.0,Royal Enfield
2981,45297.0,55268.0,First Owner,5.0,160.0,Honda
2982,137000.0,8400.0,First Owner,2.0,350.0,Royal Enfield
2983,15000.0,48000.0,First Owner,17.0,100.0,Bajaj
2984,20000.0,19420.0,First Owner,10.0,100.0,Hero
2985,18800.0,46555.0,First Owner,10.0,180.0,Bajaj
2986,19000.0,22617.0,First Owner,9.0,150.0,Yamaha
2987,35000.0,10181.0,First Owner,4.0,100.0,Bajaj
2988,165000.0,10000.0,First Owner,4.0,200.0,KTM
2989,51000.0,23564.0,First Owner,8.0,223.0,Hero
2990,85000.0,10000.0,Second Owner,9.0,500.0,Royal Enfield
2991,26000.0,15099.0,First Owner,9.0,100.0,Hero
2992,27000.0,11237.0,First Owner,9.0,100.0,Hero
2993,52500.0,24487.0,First Owner,4.0,150.0,Suzuki
2994,13000.0,32641.0,First Owner,13.0,150.0,Honda
2995,155000.0,7500.0,First Owner,4.0,200.0,KTM
2996,56000.0,47000.0,First Owner,16.0,350.0,Royal Enfield
2997,65000.0,4500.0,First Owner,5.0,149.0,Hero
2998,482000.0,7500.0,First Owner,6.0,883.0,Harley-Davidson
2999,95000.0,9392.0,Fourth Owner Or More,6.0,350.0,Royal Enfield
3000,35000.0,12669.0,First Owner,4.0,125.0,Hero
3001,65000.0,7421.0,First Owner,3.0,160.0,TVS
3002,28000.0,32914.0,First Owner,5.0,100.0,Hero
3003,23000.0,62433.0,Second Owner,7.0,100.0,Hero
3004,23000.0,16286.0,First Owner,9.0,100.0,Hero
3005,29000.0,29189.0,First Owner,4.0,135.0,Bajaj
3006,18000.0,50732.0,First Owner,10.0,125.0,Bajaj
3007,1000000.0,1500.0,First Owner,4.0,1200.0,Triumph
3008,50000.0,42149.0,First Owner,4.0,150.0,Bajaj
3009,120000.0,14290.0,First Owner,5.0,410.0,Royal Enfield
3010,45000.0,26500.0,Second Owner,7.0,180.0,TVS
3011,50000.0,38000.0,First Owner,12.0,150.0,Yamaha
3012,30000.0,34500.0,Second Owner,7.0,150.0,Yamaha
3013,45000.0,16106.0,First Owner,3.0,110.0,Honda
3014,28000.0,17942.0,First Owner,6.0,100.0,Hero
3015,90000.0,2000.0,First Owner,4.0,350.0,Royal Enfield
3016,1500000.0,18000.0,First Owner,4.0,1000.0,BMW
3017,69000.0,25000.0,First Owner,9.0,150.0,Yamaha
3018,21000.0,20386.0,First Owner,9.0,100.0,Bajaj
3019,51000.0,18791.0,First Owner,6.0,220.0,Bajaj
3020,51000.0,17261.0,First Owner,3.0,125.0,Honda
3021,40500.0,39125.0,First Owner,6.0,180.0,TVS
3022,16900.0,30000.0,Second Owner,13.0,223.0,Hero
3023,79990.0,60000.0,First Owner,8.0,200.0,KTM
3024,23000.0,67000.0,First Owner,13.0,223.0,Hero
3025,27000.0,23000.0,First Owner,3.0,100.0,Bajaj
3026,79000.0,32000.0,First Owner,6.0,200.0,Bajaj
3027,26200.0,29000.0,First Owner,10.0,125.0,Bajaj
3028,18000.0,19687.0,First Owner,10.0,125.0,Honda
3029,55000.0,2309.0,First Owner,2.0,100.0,Hero
3030,128700.0,11300.0,First Owner,5.0,200.0,KTM
3031,50000.0,7500.0,First Owner,3.0,150.0,Bajaj
3032,13000.0,44000.0,First Owner,13.0,125.0,Bajaj
3033,26000.0,27454.0,First Owner,9.0,150.0,Yamaha
3034,130000.0,13000.0,First Owner,4.0,350.0,Royal Enfield
3035,35000.0,37000.0,First Owner,9.0,150.0,Honda
3036,44000.0,36000.0,First Owner,6.0,180.0,TVS
3037,15000.0,28757.0,First Owner,13.0,110.0,TVS
3038,20000.0,46007.0,First Owner,13.0,223.0,Hero
3039,32000.0,11278.0,First Owner,11.0,220.0,Bajaj
3040,24000.0,18085.0,First Owner,7.0,125.0,Bajaj
3041,20500.0,47057.0,First Owner,9.0,100.0,Bajaj
3042,19000.0,74594.0,First Owner,11.0,100.0,Bajaj
3043,33969.0,33075.0,Second Owner,8.0,220.0,Bajaj
3044,25000.0,6500.0,Second Owner,7.0,125.0,Bajaj
3045,106080.0,4633.0,First Owner,4.0,400.0,Bajaj
3046,120000.0,48000.0,Second Owner,8.0,500.0,Royal Enfield
3047,39000.0,12457.0,First Owner,3.0,110.0,Hero
3048,28000.0,13290.0,First Owner,4.0,100.0,Bajaj
3053,110000.0,14201.0,First Owner,5.0,350.0,Royal Enfield
3055,90000.0,8800.0,First Owner,3.0,250.0,Yamaha
3056,32000.0,10005.0,First Owner,5.0,110.0,Honda
3057,120000.0,11000.0,First Owner,3.0,350.0,Royal Enfield
3058,120000.0,33360.0,First Owner,5.0,410.0,Royal Enfield
3059,54000.0,18454.0,First Owner,4.0,160.0,TVS
3060,19000.0,49826.0,First Owner,13.0,100.0,Hero
3061,30000.0,33907.0,First Owner,4.0,100.0,Bajaj
3062,80000.0,23000.0,First Owner,4.0,250.0,Yamaha
3063,12000.0,45000.0,First Owner,12.0,150.0,Hero
3064,22000.0,65585.0,First Owner,11.0,110.0,Honda
3065,22000.0,30378.0,First Owner,9.0,150.0,Yamaha
3066,25000.0,31634.0,First Owner,8.0,150.0,Bajaj
3067,100000.0,28000.0,First Owner,5.0,250.0,Honda
3068,47000.0,12643.0,Second Owner,9.0,150.0,Yamaha
3069,36000.0,21905.0,First Owner,9.0,160.0,TVS
3070,110000.0,24000.0,First Owner,7.0,500.0,Royal Enfield
3071,94000.0,893.0,First Owner,2.0,160.0,TVS
3072,850000.0,13223.0,First Owner,12.0,1300.0,Suzuki
3073,21000.0,20000.0,First Owner,9.0,100.0,Hero
3074,125000.0,24451.0,First Owner,3.0,200.0,KTM
3075,35000.0,38195.0,First Owner,7.0,150.0,Honda
3076,18700.0,34409.0,First Owner,7.0,110.0,Mahindra
3077,60000.0,68.0,First Owner,3.0,125.0,Honda
3078,32000.0,18080.0,First Owner,5.0,100.0,Hero
3079,25000.0,68717.0,First Owner,9.0,125.0,Hero
3080,23000.0,44002.0,First Owner,5.0,100.0,Bajaj
